Power(watts)','Distance(metres)','Heartrate(BPM)','Speed(m/s)','WindSpeed (m/s)','Cadaence(revs/s)','Elevation(meters)','Hill slope(%)','Temperature(C )','Penalty (to be minimized)','Cluster'
329.06,21871,128,3.174,0,0.91667,288.34,13.35,20,177.89,6
318.92,21871,130,3.2187,0,0.93333,288.34,12.65,20,204,6
306.11,21871,130,3.174,0,0.95,290.17,12.15,20,207.93,6
307.04,21871,131,3.2187,0,0.93333,290.17,12.05,20,174.95,6
311.21,21887,132,3.174,0,0.91667,290.17,12.55,20,158.99,6
295.47,21887,132,3.0846,0,0.91667,290.17,12.56,20,155.3,6
294.33,21887,133,3.174,0,0.93333,291.69,12.16,20,148.2,6
293.37,21887,133,3.174,0,0.93333,291.69,12.16,20,153.29,6
282.46,21887,134,3.1293,1.4305,0.91667,291.69,11.36,20,156.52,6
280.38,21903,134,3.174,0,0.93333,291.69,10.96,20,151.55,6
272.36,21903,135,3.2187,1.3858,0.93333,293.22,10.97,20,134.66,6
265.48,21903,135,3.174,1.8776,0.93333,293.22,10.27,20,119.62,6
269.41,21903,134,3.2187,2.3693,0.93333,293.22,10.37,20,106.28,6
266.63,21903,135,3.1293,2.1458,0.91667,293.22,10.77,20,107.52,6
257.82,21919,135,3.0846,1.8329,0.91667,295.35,10.67,20,131.09,6
273.75,21919,135,3.1293,2.3246,0.91667,295.35,11.27,20,165.55,6
285,21919,135,3.0399,2.5481,0.9,295.35,11.98,20,201.68,6
294,21919,135,3.0399,2.9952,0.88333,295.35,12.18,20,239.16,6
299.09,21919,136,3.0399,2.5034,0.88333,298.09,12.88,20,274.84,6
308.23,21919,136,2.9952,2.861,0.88333,298.09,13.58,20,283.37,6
317.14,21935,136,3.0399,2.9952,0.9,298.09,13.38,20,251.54,6
331.06,21935,136,3.0846,2.3246,0.9,298.09,13.78,20,227.13,6
341.19,21935,137,3.0399,1.8329,0.9,299.62,14.58,20,237.19,6
341.36,21935,137,2.9952,2.0117,0.9,299.62,14.48,20,229.11,6
342.18,21935,137,3.0846,1.5646,0.9,299.62,14.78,20,212.84,6
345.31,21951,138,3.0399,1.8329,0.88333,299.62,15.09,20,199.5,6
369.33,21951,138,3.0399,0,0.9,300.84,15.29,20,205.78,6
366.32,21951,139,3.0846,0,0.88333,300.84,15.59,20,204.91,6
371.44,21951,139,3.0399,1.6093,0.88333,300.84,16.19,20,198.01,6
378.46,21951,139,3.0399,1.3411,0.9,300.84,16.29,20,174.31,6
394.3,21967,140,3.1293,0,0.9,301.75,16.29,20,140.73,6
390.54,21967,140,3.0399,0,0.9,301.75,16.99,20,106.04,6
385.73,21967,140,2.9952,2.1011,0.88333,301.75,16.9,20,126.62,6
376.7,21967,141,3.0399,1.5646,0.88333,301.75,16.6,20,139.08,6
381.83,21967,141,2.9952,2.5034,0.86667,302.67,16.5,20,142.31,6
361.9,21967,142,2.9952,2.8163,0.88333,302.67,15.81,20,142.5,6
354.82,21984,143,3.0846,4.1575,0.88333,302.67,15.31,20,127.75,6
356.05,21984,143,2.9952,4.0233,0.88333,302.67,15.32,20,113.19,6
365.19,21984,144,2.9505,4.9174,0.88333,304.5,15.22,20,103.83,6
379.03,21984,145,3.0399,5.2304,0.86667,304.5,15.72,20,107.73,6
381.37,21984,146,2.9058,4.1575,0.86667,304.5,16.62,20,101.72,6
375.32,22000,146,2.9952,4.5151,0.86667,304.5,16.73,20,111.13,6
376.31,22000,147,2.9952,4.7386,0.86667,306.02,16.53,20,142.89,6
381.37,22000,148,2.9952,4.1575,0.86667,306.02,16.43,20,183.67,6
373.4,22000,148,2.9952,4.3363,0.88333,306.02,15.73,20,214.95,6
354.37,22000,149,3.0399,4.4257,0.88333,306.02,15.04,20,245.11,6
338.5,22016,149,2.9952,4.1575,0.88333,307.85,14.44,20,280.64,6
330.56,22016,150,2.9505,3.8892,0.88333,307.85,13.64,20,313.24,6
330.27,22016,150,3.1293,2.9505,0.9,307.85,12.84,20,301.88,6
318.41,22016,150,3.0846,2.7269,0.9,307.85,12.84,20,252.91,6
301.56,22016,151,3.0399,3.5763,0.9,309.68,12.25,20,189.81,6
291.52,22016,151,3.0846,2.9505,0.9,309.68,11.65,20,163.83,6
304.53,22032,151,3.0846,2.9952,0.9,309.68,11.85,20,180.72,6
311.59,22032,152,3.0846,2.9058,0.91667,309.68,11.95,20,220.87,6
313.6,22032,152,3.1293,2.0117,0.9,311.2,12.26,20,255.97,6
339.76,22032,152,3.0846,1.8776,0.91667,311.2,13.26,20,271.04,6
348.91,22032,152,3.0399,0,0.9,311.2,14.06,20,253.56,6
359.93,22048,153,3.0399,1.3411,0.88333,311.2,14.86,20,211.74,6
363.02,22048,153,3.0399,0,0.88333,312.72,15.87,20,194.91,6
355.24,22048,154,2.9505,1.6987,0.88333,312.72,16.07,20,191.29,6
335.22,22048,153,2.9952,2.0564,0.86667,312.72,15.47,20,187.8,6
326.36,22048,154,2.9058,2.3246,0.85,312.72,15.17,20,202.37,6
316.4,22064,154,2.9058,0,0.86667,314.55,14.17,20,199.92,6
314.18,22064,154,3.0846,2.2352,0.91667,314.55,13.18,20,174.42,6
316.25,22064,154,3.0846,2.0564,0.91667,314.55,13.08,20,132.13,6
313.31,22064,155,3.0399,2.2352,0.9,314.55,12.58,20.556,127.99,6
321.31,22064,154,3.0846,2.1458,0.88333,315.77,12.69,20.556,220.05,6
329.4,22080,155,3.0399,2.3246,0.9,315.77,13.59,20.556,282.41,6
336.56,22080,155,3.0399,2.414,0.9,315.77,13.99,20.556,308.08,6
353.51,22080,155,3.0846,2.8163,0.9,315.77,14.69,20.556,295.67,6
382.73,22080,156,2.9952,3.1293,0.88333,317.3,15.8,20.556,272.32,6
387.73,22080,156,2.9952,3.6657,0.88333,317.3,16,20.556,241.15,6
384.68,22080,156,3.0846,3.6657,0.88333,317.3,16.2,20.556,227.97,6
365.88,22096,157,2.9952,2.2799,0.9,317.3,15.9,20.556,234.03,6
349.81,22096,157,3.0846,0,0.9,318.82,14.51,20.556,265.25,6
339.67,22096,157,3.174,0,0.91667,318.82,13.71,20.556,321.11,6
330.72,22096,157,3.1293,0,0.9,318.82,13.31,20.556,351.18,6
325,22096,157,3.0399,1.3858,0.9,318.82,13.21,20.556,334.44,6
312.94,22112,157,3.0846,0,0.9,320.65,13.21,20.556,292.55,6
296.01,22112,157,3.0846,0,0.91667,320.65,12.82,20.556,249.29,6
284,22112,157,3.0846,0,0.91667,320.65,12.02,20.556,222.36,6
287.93,22112,157,3.1293,0,0.91667,320.65,11.42,20.556,192.28,6
284.09,22112,158,3.1293,0,0.91667,322.48,11.42,20.556,151.97,6
289.15,22128,158,3.0846,0,0.91667,322.48,11.62,20.556,110.35,6
279.17,22128,158,3.1293,0,0.91667,322.48,11.73,20.556,86.628,6
278.17,22128,158,3.1293,0,0.91667,322.48,11.53,20.556,87.92,6
299.25,22128,158,3.1293,0,0.91667,324.31,11.83,20.556,120.36,6
301.38,22128,158,3.0846,0,0.88333,324.31,12.23,20.556,135.57,6
299.55,22145,158,2.9505,0,0.88333,324.31,13.03,20.556,130.92,6
297.5,22145,159,2.9952,0,0.88333,324.31,13.33,20.556,128.26,6
317.53,22145,158,3.0399,0,0.88333,325.83,13.64,20.556,107.48,6
314.61,22145,158,3.0399,0,0.88333,325.83,13.74,20.556,70.767,6
304.6,22145,159,3.0399,0,0.88333,325.83,13.24,20.556,74.151,6
304.55,22145,159,3.0846,1.6987,0.88333,325.83,13.44,20.556,87.361,6
296.72,22161,159,2.9952,1.5646,0.9,327.36,13.05,20.556,108.43,6
300.64,22161,159,3.1293,1.5199,0.91667,327.36,12.25,20.556,120.35,6
295.59,22161,159,3.174,2.0117,0.93333,327.36,12.15,20.556,128.15,6
288.72,22161,159,3.1293,0,0.91667,327.36,11.95,20.556,118.03,6
281.78,22161,159,3.1293,0,0.91667,328.57,11.46,20.556,108.12,6
283.74,22177,159,3.174,1.3411,0.91667,328.57,11.46,20.556,101.69,6
271.78,22177,159,3.1293,1.7435,0.93333,328.57,11.16,20.556,98.712,6
275.84,22177,159,3.2187,0,0.93333,328.57,10.66,20.556,88.905,6
293.81,22177,159,3.2634,0,0.95,330.4,11.06,20.556,101.4,6
299.94,22177,159,3.1293,0,0.93333,330.4,11.56,20.556,123.33,6
292.06,22193,159,3.174,0,0.91667,330.4,11.77,20.556,130.38,6
288.15,22193,159,3.0846,0,0.9,330.4,12.47,20.556,137.64,6
268.15,22193,159,3.0846,0,0.9,331.93,12.07,20.556,150.74,6
261.2,22193,159,3.0846,0,0.9,331.93,11.07,20.556,158.71,6
268.26,22193,158,3.1293,0,0.9,331.93,11.18,20.556,147.59,6
265.44,22209,159,2.9952,1.3411,0.9,331.93,10.98,20.556,113.09,6
258.4,22209,159,3.0399,1.5646,0.88333,333.15,10.88,20.556,81.837,6
261.5,22209,159,2.9952,1.9223,0.88333,333.15,11.58,20.556,38.07,6
265.64,22209,158,2.9505,2.6375,0.86667,333.15,11.69,20.556,37.678,6
267.62,22209,159,3.0399,2.6375,0.9,333.15,11.29,20.556,102.13,6
270.52,22225,159,3.174,2.414,0.91667,334.06,11.59,21.111,154.69,6
263.69,22225,159,3.174,3.174,0.93333,334.06,11,21.111,236.85,6
267.69,22225,159,3.2634,3.5316,0.95,334.06,10.3,21.111,328.41,6
295.73,22225,159,3.3081,3.2634,0.98333,334.06,10.7,21.111,416.18,6
231.73,22225,159,3.621,2.4587,1.0167,334.67,10.11,21.111,486.4,6
208,22241,159,3.3081,2.2799,0.98333,334.67,9.92,21.111,535.42,6
187.18,22241,158,3.1293,2.6822,0.91667,334.67,9.32,21.111,570.94,6
169.33,22241,158,2.9952,3.1293,0.88333,334.67,8.12,21.111,602.08,6
156.58,22241,158,2.861,1.7882,0.83333,334.98,7.33,21.111,578.41,6
146.63,22241,158,2.7716,2.1458,0.81667,334.98,6.53,21.111,412.53,6
129.7,22241,158,2.7716,2.2799,0.81667,334.98,5.83,21.111,348.11,6
110.77,22257,158,2.7716,2.4587,0.81667,334.98,4.94,21.111,303.86,6
113.97,22257,157,2.7269,2.2352,0.83333,335.58,4.55,21.111,265.96,6
121.94,22257,157,2.9952,2.3246,0.85,335.58,3.75,21.111,233.36,6
105.9,22257,157,3.3528,2.5928,0.98333,335.58,2.85,21.111,206.56,6
93.11,22257,156,3.4422,1.4752,1.0167,335.58,2.36,21.111,186.61,6
90.18,22273,156,3.5316,0,1.0333,335.89,1.57,21.111,185.71,6
88.25,22273,156,3.5763,1.6093,1.05,335.89,1.47,21.111,204.41,6
81.43,22273,155,3.5763,1.8776,1.05,335.89,1.78,21.111,237.98,6
71.67,22273,155,3.621,2.414,1.0667,335.89,1.89,21.111,226.18,6
65.76,22289,155,3.621,3.4422,1.0667,335.89,1.79,21.111,293.97,6
59.84,22289,154,3.7104,3.0846,1.1,335.89,0.99,21.111,331.39,6
39.1,22289,154,3.7998,2.6375,1.1167,335.89,0.4,21.111,324.79,6
39.18,22289,154,3.7551,2.5928,1.1,335.89,0.41,21.111,292.71,6
0.36,22289,153,3.8892,3.0846,1.1333,335.58,-0.19,21.111,254.59,6
0.64,22305,153,3.9339,3.5763,1.15,335.58,-0.28,21.111,219.18,6
14.73,22305,153,3.9786,2.6822,1.1667,335.58,-0.17,21.111,199,6
26.82,22305,152,3.9786,2.1011,1.1667,335.58,-0.17,21.111,166.36,6
29.19,22305,152,4.0233,2.9058,1.1833,336.5,0.04,21.111,156.93,6
33.28,22322,152,4.0681,3.4869,1.2,336.5,0.14,21.111,135.79,6
1.38,22322,152,4.1128,3.2187,1.2,336.5,0.15,21.111,136.11,6
1.72,22322,151,4.0681,3.7551,1.2,336.5,-0.14,21.111,136.67,6
1.8,22322,151,4.0681,4.2916,1.0167,336.8,-0.24,21.111,138.04,6
1.81,22338,151,3.9339,3.8892,0.3,336.8,-0.14,21.111,157.76,6
0,22338,150,3.7551,3.7104,0,336.8,-0.02,21.111,188.94,6
0,22338,150,3.5763,3.8445,0,336.8,0.18,21.111,179.86,6
18.01,22338,149,3.4422,4.6045,0.76667,336.8,0.48,21.111,179.07,6
39.3,22354,149,3.5316,4.5151,1.05,336.8,0.49,21.111,178.43,6
48.48,22354,149,3.7104,4.381,1.1,336.8,0.19,21.111,179.64,6
2.65,22354,148,3.8445,4.2022,1.1,336.8,-0.41,21.111,180.82,6
2.73,22354,147,3.7551,3.9339,0.88333,336.8,-0.4,21.111,180.82,6
2.8,22370,147,3.5316,3.9339,0.58333,336.8,-0.69,21.111,180.82,6
0,22370,146,3.3081,3.174,0,336.8,-1.19,21.111,182.46,6
0,22370,145,2.7269,2.9952,0,336.8,-0.99,21.111,150.98,6
0,22370,144,2.414,2.1011,0,336.8,-1.78,21.111,13.176,6
0,22370,144,2.0117,2.4587,0,336.8,-2.38,21.111,193.01,6
0,22370,143,1.6987,2.6375,0,336.8,-2.07,21.111,334.82,6
0,22370,142,1.654,1.8776,0,336.8,-2.77,21.111,404.13,6
0,22386,142,1.967,2.1458,0,337.72,-2.77,21.111,425.64,6
61.54,22386,141,2.6822,4.0233,0.76667,337.72,-3.07,21.111,427.47,6
93.78,22386,141,3.7551,4.6939,1.1,337.72,-3.46,21.111,413.59,6
90.27,22386,141,4.1128,4.828,1.2167,337.72,-2.96,21.111,381.37,6
77.58,22386,140,4.3363,5.2304,1.25,336.8,-2.65,21.111,332.34,6
73.93,22402,140,4.381,5.3645,1.3,336.8,-1.34,21.111,261.37,6
72.04,22402,139,4.4257,5.1409,1.3667,336.8,-0.74,21.111,132.06,6
64.59,22402,139,4.7833,5.1857,1.3833,336.8,-1.14,21.111,127.87,6
55.05,22418,138,4.9621,5.0515,1.2667,336.8,-1.23,21.111,106.08,6
57.3,22418,138,5.0515,5.3645,1.2,336.8,-1.63,21.111,83.465,6
63.67,22418,136,5.2304,5.588,1.2167,336.8,-1.62,21.111,78.053,6
71.09,22434,136,5.3645,6.0797,1.25,336.8,-1.22,21.111,77.178,6
78.43,22434,135,5.4986,5.8115,1.2833,336.8,-0.81,21.111,104.15,6
75.87,22434,135,5.588,6.6162,1.3,336.8,-0.91,21.111,118.83,6
70.1,22450,134,5.6327,7.1079,1.3167,336.8,-1,21.111,118.43,6
62.39,22450,134,5.7221,6.8844,1.3333,336.8,-1.3,21.111,204.29,6
43.7,22450,133,5.7221,6.7056,1.3333,336.8,-1.59,21.111,250.8,6
46.08,22466,132,5.8562,7.0185,1.3667,336.8,-1.89,21.111,272.15,6
55.66,22466,132,6.035,6.4821,1.4,336.8,-2.28,21.111,282.35,6
10.05,22466,131,6.1691,6.9738,1.2667,336.8,-2.58,21.111,272.66,6
10.56,22482,131,6.3032,6.9291,1,336.5,-2.97,21.111,249.99,6
10.97,22482,131,6.3927,7.5103,0.5,336.5,-3.26,21.111,219.35,6
0,22499,130,6.4374,9.6113,0,336.5,-3.56,21.111,204.85,2
0,22499,129,6.5715,8.4043,0,336.5,-4.15,21.111,171.05,2
0,22499,129,6.9738,7.8232,0,335.28,-4.85,21.111,109.15,2
0,22515,128,7.5103,7.9573,0,335.28,-6.04,21.667,115.38,2
0,22515,128,8.2255,8.6279,0,335.28,-7.64,21.667,118.79,2
16.99,22531,128,8.8961,9.7454,0.8,335.28,-8.73,21.667,120.94,6
33.54,22547,127,9.5666,12.07,0.8,333.15,-9.93,21.667,120.94,6
20.01,22547,127,10.103,12.338,0.13333,333.15,-10.62,21.667,120.94,6
0,22563,127,10.461,12.338,0,333.15,-11.02,21.667,120.94,2
0,22579,126,10.952,12.875,0,333.15,-11.61,21.667,120.94,2
0,22579,125,11.265,13.903,0,330.1,-11.61,21.667,120.94,2
0,22595,123,11.221,15.021,0,330.1,-11.8,21.667,117.31,2
0,22611,123,11.087,15.646,0,330.1,-11.5,21.667,63.277,2
0,22611,122,10.952,15.155,0,330.1,-11.29,21.667,0,2
0,22627,120,10.908,13.858,0,325.53,-11.18,21.667,90.915,2
0,22643,119,10.908,13.769,0,325.53,-10.77,21.667,122.77,2
0,22643,118,11.042,14.618,0,325.53,-10.86,21.667,142.18,2
0,22660,118,11.221,13.143,0,325.53,-11.46,21.667,142.18,2
28.75,22676,117,11.489,15.333,0.71667,320.65,-12.15,21.667,142.18,6
29.48,22676,117,11.668,16.138,0.91667,320.65,-12.74,21.667,142.18,6
30.05,22692,117,11.534,16.809,0.21667,320.65,-12.33,21.667,142.18,6
0,22708,116,11.668,16.496,0,320.65,-11.93,21.667,142.18,2
0,22724,116,11.936,15.155,0,313.94,-11.62,21.667,142.18,2
0,22724,116,11.981,12.651,0,313.94,-11.41,21.667,142.18,2
0,22740,115,12.07,11.802,0,313.94,-12.5,21.667,125.51,2
0,22756,115,12.294,13.411,0,313.94,-13.59,21.667,95.026,2
0,22772,115,12.517,14.842,0,307.24,-13.97,21.667,0,2
0,22772,115,12.517,14.037,0,307.24,-13.95,21.667,0,2
0,22788,114,12.651,14.797,0,307.24,-13.15,21.667,0,2
0,22804,114,13.143,16.317,0,307.24,-12.25,21.667,0,2
0,22820,114,13.545,16.809,0,300.84,-11.85,21.667,0,2
0,22837,113,13.456,17.077,0,300.84,-11.45,21.667,0,2
0,22853,113,12.919,15.557,0,300.84,-10.75,21.667,0,2
0,22853,113,12.562,14.976,0,300.84,-10.36,21.667,0,2
0,22869,113,12.115,14.931,0,294.44,-9.97,21.667,0,2
0,22885,112,11.623,14.395,0,294.44,-10.37,21.667,0,2
0,22901,112,11.355,14.797,0,294.44,-11.58,21.667,0,2
0,22901,112,10.952,14.395,0,294.44,-12.19,21.667,0,2
0,22917,111,10.461,12.964,0,288.34,-12.99,21.667,0,2
0,22917,111,9.8796,12.741,0,288.34,-13.6,21.667,348.93,2
0,22933,110,9.5219,12.159,0,288.34,-13.31,21.667,515.92,2
0,22949,110,9.9243,12.919,0,288.34,-13.11,21.667,508.9,2
0,22949,109,10.416,12.696,0,282.24,-12.02,21.667,508.9,2
110.34,22965,110,10.863,13.188,1.3833,282.24,-10.62,21.667,529.19,6
133.06,22981,110,11.31,13.232,1.0667,282.24,-9.83,21.667,638.59,6
30.49,22981,110,11.668,13.858,0.36667,282.24,-8.94,21.667,724.76,6
0,22997,110,11.891,14.797,0,277.37,-8.84,21.667,894.8,2
85.5,23014,111,12.204,15.11,0.55,277.37,-8.95,21.667,1153.2,6
159.81,23030,111,12.562,16.272,1.4667,277.37,-9.37,21.667,1352.8,9
180.47,23046,111,12.875,17.39,1.5,277.37,-9.78,21.667,1490.2,9
261,23046,112,13.188,16.138,1.5333,273.1,-9.69,21.667,1509.1,9
360.36,23062,112,13.501,13.903,1.5833,273.1,-9.31,21.667,1371.2,9
414.28,23078,112,13.679,14.305,1.6,273.1,-8.42,21.667,1071.1,9
390.27,23094,113,13.679,15.691,1.6,273.1,-7.15,21.667,825.34,9
316.27,23110,113,13.545,16.049,1.5833,269.75,-5.97,21.667,663.01,9
308.14,23126,114,13.366,14.261,1.5667,269.75,-5.09,21.667,542.81,9
324.22,23126,114,13.366,14.216,1.5667,269.75,-4.81,21.667,560.19,9
312.2,23142,114,13.322,14.305,1.55,269.75,-4.73,21.667,544.86,9
286.22,23158,115,13.322,15.646,1.55,266.7,-5.15,21.667,417.07,9
241.09,23174,115,13.143,16.63,1.5333,266.7,-4.97,21.667,300.75,9
247.98,23191,116,12.875,14.752,1.5,266.7,-4.39,21.667,335.24,9
298.11,23191,116,12.741,13.724,1.4833,266.7,-4.01,21.667,367.41,9
290.4,23207,117,12.696,13.143,1.4833,263.35,-3.93,21.667,397.74,9
328.79,23223,117,12.651,12.383,1.4833,263.35,-3.65,21.667,400.28,9
345.31,23239,118,12.696,13.814,1.4833,263.35,-3.66,21.667,397.36,9
345.94,23255,118,12.696,12.785,1.4833,263.35,-3.48,21.667,369.82,9
353.68,23255,118,12.785,13.456,1.5,261.52,-3.39,21.667,515.34,9
320.51,23271,119,12.83,14.484,1.5,261.52,-3.71,21.667,741.23,9
292.45,23287,120,12.785,14.082,1.5,261.52,-4.12,21.667,859.04,9
257.5,23303,120,12.741,13.948,1.4833,261.52,-4.53,21.667,929.78,9
183.07,23319,121,12.651,14.216,1.4833,259.08,-5.04,21.667,983.57,9
133.44,23319,122,12.651,15.468,1.4833,259.08,-5.85,21.667,924.67,8
147.09,23335,122,12.517,16.093,1.4667,259.08,-5.95,21.667,764.66,8
134.68,23352,122,12.383,16.54,1.4333,259.08,-5.76,21.667,675.33,8
95.37,23368,122,12.204,17.613,1.4167,256.03,-6.06,21.667,598.82,8
133.03,23368,123,12.07,16.943,1.4167,256.03,-6.17,21.667,588.61,8
203.78,23384,123,12.115,15.736,1.4167,256.03,-6.77,21.667,645.2,9
265.79,23400,123,12.294,15.557,1.4333,256.03,-7.77,21.667,663.97,9
240.51,23416,122,12.517,14.842,1.4167,252.37,-8.37,21.667,665.9,9
250.21,23416,122,12.741,15.736,1.3833,252.37,-8.77,21.667,631.19,9
261.91,23432,122,12.919,15.557,1.4,252.37,-8.88,21.667,451.75,9
269.58,23448,122,13.098,15.289,1.4167,252.37,-8.68,21.667,264.85,9
267.24,23464,122,13.232,14.976,1.4333,249.33,-8.28,21.667,169.27,9
274.84,23480,122,13.366,14.797,1.45,249.33,-7.68,21.667,172.74,9
282.1,23496,122,13.411,15.11,1.45,249.33,-7.28,21.667,174.21,9
302.68,23496,122,13.501,14.976,1.45,249.33,-6.49,21.667,228.97,9
264.35,23512,122,13.366,14.886,1.4333,246.58,-5.79,21.667,358.46,9
257.01,23529,122,13.188,15.11,1.4167,246.58,-5.09,21.667,384.46,9
239.66,23545,122,12.964,15.78,1.4,246.58,-4.5,21.667,380.64,9
218.28,23561,122,12.741,15.333,1.3667,246.58,-4.61,21.667,366.78,9
176.73,23561,122,12.696,14.529,1.3667,243.23,-5.11,21.667,341.36,9
206.91,23577,122,12.919,13.456,1.3833,243.23,-6.22,21.667,252.59,9
236.01,23593,123,13.143,13.143,1.4167,243.23,-7.33,21.667,225.32,9
241.88,23609,122,13.501,14.529,1.45,243.23,-8.04,21.667,733.42,9
226.76,23625,122,13.724,15.915,1.4833,239.27,-8.03,21.667,951.89,9
222.74,23641,122,13.769,13.501,1.4833,239.27,-7.54,21.667,1087.3,9
240.5,23641,122,13.948,13.724,1.3833,239.27,-7.55,21.667,1187.4,9
0,23657,122,14.037,15.87,0.66667,239.27,-7.37,21.667,1232.4,2
0,23673,122,13.992,15.11,0,235.92,-7.48,21.667,1204.3,2
0,23689,122,14.037,15.244,0,235.92,-7.89,21.667,1111.9,2
0,23706,121,14.082,15.512,0,235.92,-8.11,21.667,977.49,2
0,23722,121,14.216,16.183,0,235.92,-8.42,21.667,760.53,2
0,23738,120,14.35,15.557,0,231.95,-8.94,21.667,0,2
0,23754,119,14.663,14.529,0,231.95,-8.96,21.667,0,2
0,23770,118,14.797,15.065,0,231.95,-8.98,21.667,0,2
0,23786,117,14.976,15.87,0,231.95,-8.49,21.667,0,2
0,23786,117,15.11,15.602,0,227.69,-8.31,21.667,0,2
0,23802,116,15.244,16.853,0,227.69,-8.24,21.667,0,2
0,23818,115,15.333,16.496,0,227.69,-8.16,21.667,0,2
0,23834,115,15.378,15.915,0,227.69,-8.49,21.667,0,2
0,23850,114,15.333,15.691,0,223.11,-7.8,21.667,26.879,2
0,23867,113,15.11,16.004,0,223.11,-6.82,21.667,282.69,2
0,23883,112,14.931,15.244,0,223.11,-5.74,21.667,571.99,2
0,23899,111,14.663,15.602,0,223.11,-4.56,21.667,847.57,2
8.5,23915,111,14.35,15.78,0.33333,217.32,-4.28,21.667,1058.8,8
89.94,23931,110,14.126,15.244,1.4333,217.32,-4.49,21.667,1139.9,9
168.56,23947,109,14.171,14.529,1.5333,217.32,-5.1,21.667,1129.3,9
229.67,23963,110,14.395,14.082,1.5667,217.32,-6.51,21.667,1104.9,9
263.29,23979,110,14.752,14.931,1.6,212.14,-7.32,21.667,1003.8,9
242.48,23979,110,14.976,16.675,1.6167,212.14,-8.33,21.667,826.57,9
211.31,23995,110,15.021,16.183,1.6333,212.14,-8.64,21.667,542.43,9
247.77,24011,111,15.155,16.809,1.6333,212.14,-8.65,21.667,320.98,9
233.49,24027,111,15.244,17.435,1.65,208.18,-9.07,21.667,807.23,9
243.3,24044,111,15.289,17.345,1.65,208.18,-8.88,21.667,1068.4,9
273.63,24060,112,15.199,16.093,1.3333,208.18,-8.49,21.667,1208.5,9
278.12,24076,111,15.065,16.138,0.98333,208.18,-7.8,21.667,1293.9,9
0,24092,111,14.842,15.959,0.21667,204.22,-6.51,21.667,1292.5,2
0,24108,111,14.529,17.077,0,204.22,-5.22,21.667,1250.6,2
0,24124,111,14.082,16.853,0,204.22,-4.83,21.667,1260.5,2
0,24140,109,13.814,14.484,0,204.22,-4.63,21.667,1326.8,2
75.06,24140,108,13.769,13.724,0.18333,200.25,-4.94,21.667,1370.4,9
193.53,24156,108,13.948,14.126,1.5167,200.25,-5.85,21.667,1483.8,9
243.8,24172,109,14.171,15.11,1.5333,200.25,-6.36,21.667,1539.7,9
299.3,24188,109,14.35,15.825,1.55,200.25,-6.66,21.667,1488.5,9
308.26,24204,110,14.439,14.797,1.55,196.29,-6.77,21.667,1317.8,9
361.02,24221,110,14.573,14.305,1.5667,196.29,-6.38,21.667,973.83,9
374.29,24237,110,14.618,14.708,1.5833,196.29,-5.98,21.667,607.39,9
370.43,24253,111,14.618,14.484,1.5833,196.29,-5.48,21.667,417.05,9
362.43,24269,111,14.529,15.825,1.5667,193.85,-4.78,21.667,298.86,9
349.75,24285,112,14.395,15.646,1.55,193.85,-4.38,21.667,286.96,9
351.59,24285,112,14.171,14.931,1.5333,193.85,-3.79,21.667,207.38,9
362.09,24301,113,14.037,14.842,1.5167,193.85,-3.69,21.667,226.95,9
399.42,24317,114,13.948,14.708,1.5,192.02,-3.29,21.667,235.16,9
414.49,24333,114,13.724,14.618,1.4833,192.02,-2.99,21.667,234.6,9
381.4,24349,115,13.545,13.277,1.45,192.02,-2.89,21.667,226.73,9
405.9,24365,115,13.456,12.83,1.45,192.02,-2.49,21.667,201.42,9
397.24,24382,116,13.411,15.423,1.45,190.2,-2.59,21.667,190.21,9
371.85,24382,117,13.322,14.261,1.4333,190.2,-2.79,21.667,158.12,9
380.3,24398,118,13.277,13.724,1.4333,190.2,-3.18,21.667,172.34,9
397.31,24414,119,13.277,13.188,1.4333,190.2,-3.38,21.667,158.38,9
422.19,24430,120,13.366,13.903,1.45,187.76,-3.68,21.667,155.86,9
387.82,24446,120,13.501,13.903,1.4667,187.76,-4.38,21.667,152.24,9
373.34,24462,121,13.679,14.573,1.4833,187.76,-4.97,21.667,152.6,9
380.88,24462,122,13.858,14.126,1.5,187.76,-5.27,21.667,199.43,9
387.87,24478,122,13.948,13.903,1.5,185.32,-5.37,21.667,393.92,9
402.27,24494,122,13.948,12.472,1.5,185.32,-4.76,21.667,595.23,9
397.9,24510,123,13.903,13.188,1.5,185.32,-3.86,21.667,665.4,9
346.79,24526,123,13.814,14.126,1.5,185.32,-3.25,21.667,740.45,9
280.75,24542,124,13.724,14.439,1.4833,182.88,-3.45,21.667,808.21,9
232.75,24559,124,13.635,14.305,1.4667,182.88,-4.04,21.667,796.08,9
238.6,24559,124,13.814,13.992,1.4833,182.88,-5.44,21.667,729.01,9
223.7,24575,124,13.948,16.004,1.5,182.88,-6.63,21.667,597.1,9
206.37,24591,124,13.948,15.736,1.5167,179.83,-7.32,21.667,392.35,9
236.37,24607,124,14.082,15.199,1.5167,179.83,-7.42,21.667,232.79,9
266.56,24623,124,14.171,14.708,1.5333,179.83,-7.31,21.667,203.59,9
266.94,24639,124,14.216,15.155,1.5333,179.83,-7.21,21.667,200,9
249.11,24655,124,14.305,15.691,1.55,175.87,-7.1,21.667,320.46,9
