Power(watts)','Distance(metres)','Heartrate(BPM)','Speed(m/s)','WindSpeed (m/s)','Cadaence(revs/s)','Elevation(meters)','Hill slope(%)','Temperature(C )','Penalty (to be minimized)','Cluster'
0,12199,160,12.696,9.3878,0,619.35,-8.07,20.556,0,2
0,12215,159,13.009,8.9855,0,619.35,-7.49,20.556,0,2
0,12231,159,13.277,8.8514,0,619.35,-6.02,20.556,0,2
0,12247,158,13.456,9.7454,0,616.92,-4.54,20.556,0,2
0,12263,158,13.501,11.087,0,616.92,-3.56,20.556,0,2
0,12279,157,13.456,11.042,0,616.92,-2.89,20,0,2
0,12279,156,13.59,11.534,0,616.92,-3.52,20,0,2
0,12295,156,13.814,10.595,0,615.39,-3.87,20,0,2
0,12311,155,13.769,11.891,0,615.39,-3.8,20,0,2
0,12328,155,13.366,12.919,0,615.39,-3.12,20,0,2
0,12344,154,12.875,11.847,0,615.39,-1.46,20,102.49,2
0,12360,153,12.204,11.802,0,612.95,0.31,20,243.12,2
0,12360,153,11.534,10.103,0,612.95,2.09,20,383.3,2
0,12376,152,10.595,9.1643,0,612.95,3.77,20,519.91,2
32.41,12392,151,9.9243,8.9408,0.51667,612.95,4.55,20,614.49,7
73.41,12392,151,9.6113,8.8514,1.3833,612.34,4.13,20,686.86,7
106.2,12408,151,9.5666,8.7173,1.3667,612.34,3.12,20,724.22,7
137.11,12408,150,9.4325,8.4043,1.3667,612.34,2.11,20,713.03,7
149.4,12424,150,9.1643,8.2702,1.3167,612.34,1.9,20,650.88,7
167.13,12424,150,8.7173,7.1973,1.2667,612.34,2.68,20,545.31,7
177.61,12440,149,8.3149,7.1079,1.2,612.34,3.48,20,434.03,7
178.38,12440,149,8.002,6.9738,1.15,612.34,4.46,20,331.55,7
179.91,12456,148,7.4208,5.1857,1.0833,612.34,5.56,20,239.43,7
205.59,12456,148,6.9738,6.4374,1.0167,612.65,5.95,20,218.96,7
212.61,12472,148,6.7056,5.588,0.96667,612.65,6.24,20,233.17,7
202.02,12472,148,6.795,7.0632,0.96667,612.65,5.24,20,251.94,7
174.39,12488,148,7.1079,7.9573,1,612.65,3.54,20,266,7
148.83,12488,147,7.1973,8.2702,1.05,612.65,1.73,20,269.5,7
140.9,12505,147,7.5103,8.7173,1.1,612.65,-0.08,20,280.21,7
147.21,12505,146,7.8232,9.4325,1.1167,612.65,-1.38,20,258.52,7
149.64,12505,146,8.002,9.3878,1.15,612.65,-2.28,20,194.74,7
158.92,12521,145,8.2255,9.209,1.1667,612.65,-2.79,20,139.05,7
145.31,12537,145,8.4937,9.2537,1.2333,612.65,-3.29,20,131.21,7
141.5,12537,145,8.762,8.449,1.2667,612.65,-3.79,20,137.95,7
140.56,12553,144,9.0749,9.2537,1.3167,612.65,-4,20,143.99,7
120.05,12553,144,9.1643,9.209,1.3167,612.34,-3.8,20,245.86,7
116.59,12569,144,9.209,8.6726,1.3333,612.34,-3.11,20,273.02,7
124.01,12569,144,9.4325,9.2984,1.3667,612.34,-3.01,20,247.92,7
124.87,12585,143,9.7454,8.5384,1.4167,612.34,-3.11,20,227.4,7
71.66,12601,143,10.058,8.0467,1.45,611.43,-3.92,20,215.38,7
83.24,12601,143,10.416,7.9573,1.5,611.43,-4.73,20,219.68,7
100.9,12617,143,10.684,8.0914,1.5333,611.43,-4.64,20,231.18,7
118.54,12633,142,10.774,8.8067,1.55,611.43,-4.04,20,242.99,7
130.86,12633,142,10.729,10.103,1.5333,611.12,-2.75,20,259.3,7
143.49,12649,142,10.55,10.014,1.5,611.12,-1.06,20,276.69,7
136.62,12666,141,10.192,9.9243,1.45,611.12,0.63,20,214.46,7
138.63,12666,141,9.7902,10.014,1.4167,611.12,1.23,20,153.5,7
146.12,12682,140,9.7007,9.5219,1.4,609.9,1.22,20,118.32,7
150,12682,140,9.4772,10.148,1.3667,609.9,1.11,20,118.32,7
119.05,12698,140,9.209,10.55,1.3333,609.9,0.2,20,172.38,7
121.91,12698,140,9.2537,11.355,1.3333,609.9,-0.8,20,242.68,7
122.36,12714,139,9.5666,11.31,1.3667,609.6,-1.81,20,254.84,7
150.14,12730,139,9.7902,11.578,1.4167,609.6,-3.62,20,277.21,7
176.52,12730,139,10.014,10.55,1.4333,609.6,-4.32,20,287.6,7
194.27,12746,139,9.9243,9.969,1.4333,609.6,-4.13,20,287.6,7
173.08,12762,139,9.8349,9.209,1.4167,609.6,-3.23,20,252.38,7
186.83,12762,138,9.7902,9.1196,1.4,609.6,-1.94,20,208.61,7
180.68,12778,138,9.7454,9.3878,1.4,609.6,-1.14,20,148.95,7
166.62,12778,138,9.7007,9.209,1.4,609.6,-1.15,20,154.52,7
154.49,12794,138,9.7454,9.3878,1.4,609.3,-1.25,20,163.5,7
161.29,12810,138,9.7902,9.209,1.4,609.3,-1.15,20,161.04,7
154.63,12810,138,9.7454,9.1196,1.4,609.3,-1.44,20,178.83,7
146.57,12826,138,9.7902,9.209,1.4167,609.3,-1.94,20,185.29,7
187.33,12826,138,9.969,10.148,1.4333,608.38,-1.74,20,203.82,7
192.71,12843,138,9.969,9.6113,1.4333,608.38,-1.43,20,219.83,7
194.89,12859,138,9.656,8.9855,1.3833,608.38,-0.43,20,205.71,7
193.05,12859,138,9.4325,8.8067,1.3667,608.38,0.58,20,191.49,7
200.5,12875,138,9.4325,8.6726,1.35,608.08,0.78,20,165.35,7
203.9,12875,138,9.4772,8.8067,1.3667,608.08,0.69,20,61.133,7
193.35,12891,138,9.4772,8.1808,1.3833,608.08,-0.5,20,148.09,7
187.92,12907,138,9.7902,7.7338,1.4167,608.08,-1.7,20,237.63,7
204.49,12907,138,10.103,7.9126,1.45,608.08,-2.19,20,264.86,7
199.72,12923,138,10.282,8.6726,1.4833,608.08,-2.58,20,262.75,7
153.05,12923,138,10.327,11.444,1.5,608.08,-2.87,20,269.93,7
133.55,12939,138,10.371,12.204,1.5,608.08,-2.47,20,302.44,7
147.34,12955,137,10.237,11.355,1.4833,607.16,-2.06,20,288.16,7
173.48,12955,137,9.969,11.355,1.4333,607.16,-1.25,20,307.18,7
147.17,12971,137,9.4772,12.294,1.3667,607.16,-0.15,20,466.84,7
116.94,12987,137,9.3431,12.249,1.35,607.16,0.06,20,630.42,7
152.63,12987,136,9.656,14.35,1.2667,606.55,-0.53,20,705.96,7
203.27,13003,136,10.014,12.294,1.35,606.55,-2.13,20,689.13,7
278.85,13003,135,10.416,8.8067,1.4,606.55,-3.12,20,659.96,7
305.19,13020,135,10.058,6.4821,1.3667,606.55,-3.11,20,644.47,7
289.48,13036,135,9.7007,4.6492,1.3833,606.55,-2.11,20,607.53,7
249.37,13036,135,9.5219,5.3198,1.3667,606.55,-0.4,20,493.07,7
232.07,13052,135,9.4325,5.9009,1.3667,606.55,1.01,20,429.74,7
209.87,13052,134,9.2984,5.8115,1.3333,606.55,1.92,20,447.43,7
185.74,13068,134,9.1196,4.5598,1.3167,606.55,1.92,20,459.61,7
200.61,13084,134,8.9408,3.3528,1.3,606.55,2.23,20,375.55,7
198.37,13084,134,8.7173,4.5151,1.2667,606.55,2.54,20,275.16,7
185.77,13100,134,8.6726,5.8562,1.25,606.55,2.04,20,235.73,7
168.16,13100,134,8.7173,7.4655,1.25,606.55,1.65,20,184.03,7
175.47,13116,134,8.8067,8.0914,1.2833,606.55,0.56,20,166.36,7
163.64,13116,134,8.9855,9.3431,1.2833,606.55,-0.44,20,164.87,7
153.88,13132,134,9.1196,10.014,1.3167,606.55,-1.53,20,197.69,7
165.13,13132,134,9.2537,11.891,1.3333,606.55,-1.82,20,222.69,7
156.59,13148,134,9.1643,12.785,1.3167,606.55,-1.42,20,257.68,7
183.37,13164,134,8.9408,10.729,1.2833,606.55,-1.21,20,288.54,7
216.91,13164,134,8.8514,10.103,1.2667,606.55,-0.3,20,309.46,7
214.69,13180,134,8.5831,9.6113,1.2333,606.25,0.6,20,304.08,7
219.35,13180,134,8.3149,8.4937,1.2333,606.25,1.41,20,262.51,7
226.96,13197,134,7.9573,7.7338,1.2167,606.25,2.51,20,224.37,7
226.8,13197,135,7.5997,5.2304,1.15,606.25,3.91,20,126.75,7
222.7,13213,135,7.1079,6.5715,1.2667,606.86,5.12,20,53.159,7
214.45,13213,134,6.7056,6.7503,1.3667,606.86,5.92,20,52.283,7
217.79,13213,134,6.4374,6.1691,1.3167,606.86,6.02,20,49.655,5
225.33,13229,134,6.1691,5.3198,1.2833,606.86,6.33,19.444,50.584,5
212.89,13229,134,5.8562,4.7386,1.2167,608.08,5.93,19.444,49.298,5
219.12,13229,134,5.7221,4.828,1.2,608.08,5.63,19.444,47.15,5
223.45,13245,134,5.588,4.6492,1.1833,608.08,5.74,19.444,45.575,5
224.55,13245,134,5.4986,4.5151,1.15,608.08,5.14,19.444,43.381,5
215.76,13245,134,5.4539,5.7221,1.1333,608.69,4.84,19.444,46.452,5
213.93,13261,134,5.3645,4.828,1.1333,608.69,4.84,19.444,48.402,5
217.06,13261,134,5.3198,5.6327,1.1167,608.69,4.35,19.444,42.735,5
219.13,13261,135,5.3198,4.5151,1.1,608.69,4.35,19.444,100.59,5
224.42,13277,135,5.1857,4.7833,1.0667,609.6,5.05,20,112.37,5
226.64,13277,135,5.0515,4.828,1.05,609.6,5.35,20,180.28,5
222.8,13277,135,4.9621,4.1128,1.0333,609.6,5.55,20,244.42,5
192.01,13293,135,4.8727,4.2022,0.98333,609.6,5.56,20,301,5
234.33,13293,135,4.5598,4.2022,0.96667,610.82,5.76,20,327.54,5
263.45,13293,135,4.5598,4.0233,0.95,610.82,6.36,20,353.46,5
276.55,13309,135,4.4704,3.7104,0.91667,610.82,7.36,20,388.69,5
288.74,13309,135,4.3363,3.3528,0.9,610.82,8.66,20,403.75,5
284.89,13309,136,4.2469,2.6375,0.9,612.95,8.96,19.444,397.16,5
295.84,13309,136,4.3363,3.3975,0.9,612.95,8.97,19.444,277.67,5
312.95,13325,137,4.2916,3.3975,0.88333,612.95,9.17,19.444,196.15,5
314.03,13325,137,4.2469,3.5316,0.88333,612.95,9.07,19.444,159.22,5
319,13325,138,4.3363,2.7716,0.9,614.17,9.17,19.444,156.51,5
320.96,13325,138,4.4257,2.0117,0.91667,614.17,9.07,19.444,191.1,5
308,13341,138,4.381,2.1011,0.91667,614.17,8.87,19.444,241.81,5
288.22,13341,139,4.2469,1.8776,0.9,614.17,8.48,19.444,287.81,5
278.18,13341,139,4.2916,2.1011,0.9,615.7,8.18,19.444,305.52,5
265.16,13358,139,4.4257,1.967,0.91667,615.7,7.18,19.444,298.38,5
250.95,13358,140,4.6492,2.1458,0.96667,615.7,5.88,19.444,260.81,5
245.91,13358,140,4.828,2.9505,1,615.7,4.88,19.444,226.87,5
246.81,13358,141,5.0068,2.6375,1.0333,616.92,4.48,19.444,255.63,5
253.85,13374,141,5.0515,3.0846,1.05,616.92,4.69,19.444,292.07,5
270.95,13374,141,5.0068,3.4422,1.0333,616.92,5.79,19.444,297.75,5
302.15,13374,141,4.8727,1.9223,1,616.92,7.19,19.444,295.28,5
322.37,13390,141,4.6045,0,0.95,618.13,8.99,19.444,279.76,5
318.69,13390,142,4.381,2.0117,0.91667,618.13,10.29,19.444,248.87,5
293.76,13390,142,4.2916,0,0.9,618.13,10.59,19.444,271.38,5
283.7,13390,142,4.4257,0,0.91667,618.13,9.8,19.444,366.14,5
290.56,13406,143,4.6939,0,0.96667,619.35,8.1,19.444,456.98,5
294.32,13406,143,5.0068,1.6093,1.05,619.35,6.1,19.444,507.48,5
235.37,13406,143,5.1409,2.2352,1.1,619.35,4.7,19.444,497.09,5
204.4,13422,144,5.0962,0,1.1667,619.35,3.8,19.444,446.55,7
195.53,13422,144,5.1409,0,1.2,619.96,3.41,19.444,405.63,7
194.53,13422,144,5.1409,1.6093,1.2,619.96,3.81,19.444,378.65,7
199.66,13438,144,5.0962,2.2799,1.1833,619.96,4.31,19.444,350.72,7
213.89,13438,144,5.0068,2.5481,1.15,619.96,5.31,19.444,319,5
236.98,13438,144,4.8727,2.1905,1.1333,621.18,6.51,19.444,337.14,5
258.2,13454,145,4.7833,1.3858,1.1167,621.18,7.42,19.444,327.14,5
272.21,13454,145,4.7833,0,1.1,621.18,7.92,19.444,295.73,5
277.29,13454,145,4.828,1.3858,1.1167,621.18,7.92,19.444,278.54,5
263.34,13454,146,4.828,1.4305,1.1167,622.4,7.42,19.444,289.03,5
250.41,13470,146,4.8727,1.4305,1.1333,622.4,6.53,19.444,309.31,5
231.44,13470,145,4.9174,1.4305,1.15,622.4,5.63,19.444,339.34,5
205.55,13470,146,4.9174,2.1458,1.1333,622.4,4.83,19.444,345,7
193.57,13486,146,4.8727,0,1.1333,623.62,4.23,19.444,315.74,7
197.68,13486,146,4.9621,1.7435,1.15,623.62,4.04,19.444,251.27,7
194.68,13486,146,4.9621,1.4305,1.15,623.62,4.14,19.444,182.27,7
198.86,13502,146,4.9174,2.7716,1.1333,623.62,4.64,19.444,107.67,7
203.04,13502,145,4.7386,2.1905,1.1,624.23,5.54,19.444,56.268,7
202.16,13502,145,4.4704,1.6987,1.0333,624.23,6.54,19.444,93.94,5
206.32,13502,146,4.381,1.8329,1.0167,624.23,6.75,19.444,139.15,5
199.34,13518,146,4.3363,1.6093,1.0167,624.23,6.65,19.444,180.61,7
188.41,13518,146,4.4704,0,1.05,625.14,5.65,19.444,211.32,7
173.34,13518,145,4.6492,0,1.0833,625.14,4.15,19.444,236.37,7
